"SubjectID","Angle","Base","Feature","SizeDirection","Manipulation","ExpectedAns","ResponseTime(ms)","GivenAnswer","Correct"
301,"36","1","vertex","increase","distance","upward","36218","stayPlace",0
301,"36","1","angle","increase","distance","same","12887","smaller",0
301,"36","1","angle","increase","angle","smaller","31316","bigger",0
301,"36","1","angle","decrease","distance","same","32245","bigger",0
301,"36","1","vertex","decrease","distance","downward","7088","downward",1
301,"36","1","vertex","increase","angle","upward","86586","upward",1
301,"36","1","angle","decrease","angle","bigger","7594","bigger",1
301,"36","1","vertex","decrease","angle","downward","9900","downward",1
302,"36","1","angle","increase","angle","smaller","7531","bigger",0
302,"36","1","vertex","increase","angle","upward","3575","downward",0
302,"36","1","angle","decrease","distance","same","2762","same",1
302,"36","1","vertex","increase","distance","upward","2912","downward",0
302,"36","1","vertex","decrease","distance","downward","3193","upward",0
302,"36","1","vertex","decrease","angle","downward","2842","downward",1
302,"36","1","angle","increase","distance","same","3127","smaller",0
302,"36","1","angle","decrease","angle","bigger","2863","same",0
303,"36","1","angle","increase","distance","same","149558","bigger",0
303,"36","1","angle","decrease","angle","bigger","156416","smaller",0
303,"36","1","angle","decrease","distance","same","92742","smaller",0
303,"36","1","vertex","decrease","angle","downward","84910","downward",1
303,"36","1","angle","increase","angle","smaller","10528","bigger",0
303,"36","1","vertex","increase","angle","upward","17623","upward",1
303,"36","1","vertex","increase","distance","upward","31303","upward",1
303,"36","1","vertex","decrease","distance","downward","90760","stayPlace",0
304,"36","1","vertex","increase","distance","upward","12860","upward",1
304,"36","1","angle","decrease","distance","same","18851","bigger",0
304,"36","1","angle","increase","distance","same","10072","bigger",0
304,"36","1","vertex","decrease","angle","downward","12942","downward",1
304,"36","1","angle","increase","angle","smaller","8940","bigger",0
304,"36","1","vertex","decrease","distance","downward","14182","upward",0
304,"36","1","vertex","increase","angle","upward","14051","upward",1
304,"36","1","angle","decrease","angle","bigger","7557","bigger",1
305,"36","1","vertex","decrease","angle","downward","18109","downward",1
305,"36","1","vertex","decrease","distance","downward","11368","downward",1
305,"36","1","angle","increase","distance","same","8958","bigger",0
305,"36","1","vertex","increase","angle","upward","76079","upward",1
305,"36","1","angle","decrease","distance","same","7319","smaller",0
305,"36","1","vertex","increase","distance","upward","8167","downward",0
305,"36","1","angle","increase","angle","smaller","11631","smaller",1
305,"36","1","angle","decrease","angle","bigger","22639","bigger",1
306,"36","1","vertex","increase","angle","upward","56703","upward",1
306,"36","1","angle","decrease","distance","same","19909","same",1
306,"36","1","vertex","decrease","distance","downward","11019","downward",1
306,"36","1","angle","decrease","angle","bigger","13557","smaller",0
306,"36","1","angle","increase","angle","smaller","33288","bigger",0
306,"36","1","angle","increase","distance","same","15231","bigger",0
306,"36","1","vertex","decrease","angle","downward","21667","downward",1
306,"36","1","vertex","increase","distance","upward","15089","stayPlace",0
307,"36","1","angle","decrease","distance","same","21247","smaller",0
307,"36","1","angle","decrease","angle","bigger","8063","smaller",0
307,"36","1","vertex","increase","angle","upward","15615","upward",1
307,"36","1","angle","increase","angle","smaller","15080","bigger",0
307,"36","1","angle","increase","distance","same","4863","bigger",0
307,"36","1","vertex","decrease","distance","downward","4096","downward",1
307,"36","1","vertex","increase","distance","upward","11000","stayPlace",0
307,"36","1","vertex","decrease","angle","downward","20120","downward",1
308,"60","1","angle","decrease","angle","bigger","29978","bigger",1
308,"60","1","vertex","increase","angle","upward","29903","upward",1
308,"60","1","angle","increase","angle","smaller","18897","smaller",1
308,"60","1","angle","increase","distance","same","18207","bigger",0
308,"60","1","vertex","decrease","distance","downward","31165","downward",1
308,"60","1","vertex","decrease","angle","downward","16367","downward",1
308,"60","1","angle","decrease","distance","same","25218","bigger",0
308,"60","1","vertex","increase","distance","upward","36974","downward",0
309,"60","1","angle","decrease","angle","bigger","14236","bigger",1
309,"60","1","angle","increase","angle","smaller","13616","smaller",1
309,"60","1","vertex","decrease","distance","downward","23948","downward",1
309,"60","1","vertex","increase","angle","upward","10218","upward",1
309,"60","1","vertex","increase","distance","upward","11049","upward",1
309,"60","1","angle","increase","distance","same","12902","same",1
309,"60","1","angle","decrease","distance","same","5198","same",1
309,"60","1","vertex","decrease","angle","downward","7984","downward",1
310,"60","1","vertex","increase","distance","upward","212843","downward",0
310,"60","1","angle","decrease","distance","same","9508","bigger",0
310,"60","1","vertex","decrease","angle","downward","4410","downward",1
310,"60","1","vertex","increase","angle","upward","4161","upward",1
310,"60","1","angle","increase","distance","same","3706","smaller",0
310,"60","1","angle","decrease","angle","bigger","3477","smaller",0
310,"60","1","angle","increase","angle","smaller","3323","bigger",0
310,"60","1","vertex","decrease","distance","downward","3747","upward",0
311,"60","1","angle","decrease","angle","bigger","23644","bigger",1
311,"60","1","vertex","decrease","distance","downward","33926","stayPlace",0
311,"60","1","vertex","increase","angle","upward","14039","downward",0
311,"60","1","angle","decrease","distance","same","32377","smaller",0
311,"60","1","angle","increase","distance","same","12933","smaller",0
311,"60","1","vertex","increase","distance","upward","23959","downward",0
311,"60","1","angle","increase","angle","smaller","25535","smaller",1
311,"60","1","vertex","decrease","angle","downward","20343","stayPlace",0
312,"60","1","angle","decrease","angle","bigger","5370","bigger",1
312,"60","1","vertex","decrease","distance","downward","2454","stayPlace",0
312,"60","1","angle","increase","distance","same","2600","smaller",0
312,"60","1","vertex","increase","angle","upward","1900","stayPlace",0
312,"60","1","vertex","increase","distance","upward","1911","upward",1
312,"60","1","angle","decrease","distance","same","2212","same",1
312,"60","1","vertex","decrease","angle","downward","3262","upward",0
312,"60","1","angle","increase","angle","smaller","2570","same",0
313,"60","1","angle","decrease","angle","bigger","10476","bigger",1
313,"60","1","vertex","increase","angle","upward","10307","upward",1
313,"60","1","vertex","decrease","distance","downward","12855","upward",0
313,"60","1","angle","increase","angle","smaller","8587","bigger",0
313,"60","1","vertex","decrease","angle","downward","9647","stayPlace",0
313,"60","1","angle","increase","distance","same","5239","bigger",0
313,"60","1","angle","decrease","distance","same","4038","smaller",0
313,"60","1","vertex","increase","distance","upward","7786","stayPlace",0
314,"60","1","vertex","decrease","angle","downward","23418","downward",1
314,"60","1","vertex","increase","distance","upward","18619","upward",1
314,"60","1","vertex","decrease","distance","downward","13637","downward",1
314,"60","1","vertex","increase","angle","upward","28875","upward",1
314,"60","1","angle","increase","angle","smaller","20240","smaller",1
314,"60","1","angle","increase","distance","same","16380","same",1
314,"60","1","angle","decrease","angle","bigger","10604","bigger",1
314,"60","1","angle","decrease","distance","same","27234","same",1
315,"60","1","angle","decrease","angle","bigger","27711","bigger",1
315,"60","1","vertex","decrease","angle","downward","11039","downward",1
315,"60","1","angle","increase","distance","same","13127","bigger",0
315,"60","1","angle","decrease","distance","same","13182","smaller",0
315,"60","1","vertex","increase","distance","upward","17806","downward",0
315,"60","1","vertex","increase","angle","upward","12497","upward",1
315,"60","1","angle","increase","angle","smaller","21540","smaller",1
315,"60","1","vertex","decrease","distance","downward","19661","upward",0
316,"60","1","vertex","decrease","angle","downward","7751","downward",1
316,"60","1","vertex","increase","distance","upward","9942","downward",0
316,"60","1","angle","decrease","distance","same","10238","smaller",0
316,"60","1","vertex","decrease","distance","downward","7621","upward",0
316,"60","1","angle","increase","distance","same","7681","bigger",0
316,"60","1","angle","increase","angle","smaller","113327","bigger",0
316,"60","1","angle","decrease","angle","bigger","24214","smaller",0
316,"60","1","vertex","increase","angle","upward","5112","stayPlace",0
317,"60","1","vertex","increase","distance","upward","22521","upward",1
317,"60","1","angle","increase","angle","smaller","32948","smaller",1
317,"60","1","angle","decrease","distance","same","13552","same",1
317,"60","1","angle","increase","distance","same","9622","same",1
317,"60","1","angle","decrease","angle","bigger","7803","bigger",1
317,"60","1","vertex","decrease","angle","downward","9686","downward",1
317,"60","1","vertex","increase","angle","upward","9974","upward",1
317,"60","1","vertex","decrease","distance","downward","11299","downward",1
318,"60","1","vertex","increase","distance","upward","6097","stayPlace",0
318,"60","1","vertex","decrease","angle","downward","7413","downward",1
318,"60","1","angle","increase","distance","same","5449","same",1
318,"60","1","angle","increase","angle","smaller","7806","bigger",0
318,"60","1","vertex","decrease","distance","downward","20570","downward",1
318,"60","1","angle","decrease","angle","bigger","5626","same",0
318,"60","1","vertex","increase","angle","upward","7736","downward",0
318,"60","1","angle","decrease","distance","same","4047","bigger",0
319,"60","1","vertex","increase","angle","upward","15758","upward",1
319,"60","1","vertex","increase","distance","upward","9190","upward",1
319,"60","1","angle","decrease","distance","same","11694","smaller",0
319,"60","1","angle","increase","distance","same","5215","bigger",0
319,"60","1","vertex","decrease","distance","downward","9495","stayPlace",0
319,"60","1","angle","increase","angle","smaller","8311","bigger",0
319,"60","1","vertex","decrease","angle","downward","10934","downward",1
319,"60","1","angle","decrease","angle","bigger","8304","bigger",1
320,"60","1","angle","increase","distance","same","4919","bigger",0
320,"60","1","vertex","decrease","distance","downward","3646","upward",0
320,"60","1","angle","decrease","angle","bigger","2895","bigger",1
320,"60","1","vertex","increase","distance","upward","2319","downward",0
320,"60","1","angle","decrease","distance","same","1903","smaller",0
320,"60","1","vertex","decrease","angle","downward","2280","stayPlace",0
320,"60","1","angle","increase","angle","smaller","2712","bigger",0
320,"60","1","vertex","increase","angle","upward","3179","upward",1
321,"60","1","vertex","decrease","distance","downward","11578","downward",1
321,"60","1","angle","decrease","angle","bigger","6214","smaller",0
321,"60","1","vertex","increase","distance","upward","6601","upward",1
321,"60","1","angle","decrease","distance","same","3139","bigger",0
321,"60","1","vertex","decrease","angle","downward","2414","downward",1
321,"60","1","vertex","increase","angle","upward","2481","stayPlace",0
321,"60","1","angle","increase","angle","smaller","3331","smaller",1
321,"60","1","angle","increase","distance","same","2833","bigger",0
322,"60","1","vertex","increase","angle","upward","24643","upward",1
322,"60","1","angle","decrease","distance","same","24197","same",1
322,"60","1","angle","increase","angle","smaller","14520","bigger",0
322,"60","1","vertex","increase","distance","upward","45895","upward",1
322,"60","1","vertex","decrease","distance","downward","8029","downward",1
322,"60","1","angle","increase","distance","same","9304","same",1
322,"60","1","vertex","decrease","angle","downward","9435","downward",1
322,"60","1","angle","decrease","angle","bigger","11334","bigger",1
323,"60","1","angle","increase","distance","same","21065","bigger",0
323,"60","1","vertex","increase","angle","upward","18646","upward",1
323,"60","1","angle","decrease","distance","same","6873","bigger",0
323,"60","1","angle","increase","angle","smaller","13689","smaller",1
323,"60","1","vertex","increase","distance","upward","19605","downward",0
323,"60","1","vertex","decrease","distance","downward","7841","upward",0
323,"60","1","vertex","decrease","angle","downward","9215","downward",1
323,"60","1","angle","decrease","angle","bigger","12782","bigger",1
324,"60","1","angle","decrease","angle","bigger","19143","bigger",1
324,"60","1","angle","increase","distance","same","12903","bigger",0
324,"60","1","vertex","decrease","angle","downward","10232","downward",1
324,"60","1","vertex","decrease","distance","downward","11487","upward",0
324,"60","1","angle","decrease","distance","same","9959","smaller",0
324,"60","1","vertex","increase","distance","upward","23543","downward",0
324,"60","1","angle","increase","angle","smaller","13287","smaller",1
324,"60","1","vertex","increase","angle","upward","9999","upward",1
325,"60","1","angle","decrease","distance","same","10339","smaller",0
325,"60","1","angle","decrease","angle","bigger","13165","same",0
325,"60","1","vertex","increase","distance","upward","8008","upward",1
325,"60","1","vertex","decrease","angle","downward","4323","downward",1
325,"60","1","angle","increase","angle","smaller","7749","same",0
325,"60","1","angle","increase","distance","same","6826","bigger",0
325,"60","1","vertex","increase","angle","upward","10111","upward",1
325,"60","1","vertex","decrease","distance","downward","4042","downward",1
326,"60","1","vertex","increase","distance","upward","22781","upward",1
326,"60","1","vertex","decrease","angle","downward","15883","downward",1
326,"60","1","vertex","increase","angle","upward","14652","upward",1
326,"60","1","vertex","decrease","distance","downward","22742","downward",1
326,"60","1","angle","decrease","distance","same","83257","same",1
326,"60","1","angle","decrease","angle","bigger","28318","bigger",1
326,"60","1","angle","increase","angle","smaller","15811","same",0
326,"60","1","angle","increase","distance","same","16143","same",1
327,"60","1","vertex","increase","distance","upward","14690","upward",1
327,"60","1","vertex","increase","angle","upward","11340","upward",1
327,"60","1","angle","decrease","distance","same","12419","same",1
327,"60","1","angle","increase","distance","same","5695","same",1
327,"60","1","angle","decrease","angle","bigger","13466","bigger",1
327,"60","1","angle","increase","angle","smaller","7739","smaller",1
327,"60","1","vertex","decrease","angle","downward","7734","downward",1
327,"60","1","vertex","decrease","distance","downward","5049","downward",1
328,"60","1","vertex","decrease","angle","downward","16984","downward",1
328,"60","1","vertex","increase","angle","upward","9542","downward",0
328,"60","1","vertex","increase","distance","upward","16155","upward",1
328,"60","1","angle","decrease","angle","bigger","11275","bigger",1
328,"60","1","angle","increase","angle","smaller","11239","smaller",1
328,"60","1","angle","decrease","distance","same","25665","same",1
328,"60","1","angle","increase","distance","same","10308","same",1
328,"60","1","vertex","decrease","distance","downward","11054","downward",1
329,"60","1","angle","increase","angle","smaller","16440","bigger",0
329,"60","1","angle","decrease","angle","bigger","4080","smaller",0
329,"60","1","angle","increase","distance","same","8345","same",1
329,"60","1","vertex","decrease","angle","downward","11075","downward",1
329,"60","1","vertex","increase","distance","upward","6578","upward",1
329,"60","1","vertex","increase","angle","upward","5011","upward",1
329,"60","1","vertex","decrease","distance","downward","4938","upward",0
329,"60","1","angle","decrease","distance","same","8443","same",1
330,"60","1","angle","decrease","angle","bigger","12853","smaller",0
330,"60","1","vertex","increase","angle","upward","13622","upward",1
330,"60","1","angle","increase","angle","smaller","17514","smaller",1
330,"60","1","vertex","decrease","distance","downward","19241","stayPlace",0
330,"60","1","angle","increase","distance","same","13495","bigger",0
330,"60","1","angle","decrease","distance","same","6332","smaller",0
330,"60","1","vertex","increase","distance","upward","7801","stayPlace",0
330,"60","1","vertex","decrease","angle","downward","8975","downward",1
331,"60","1","vertex","decrease","distance","downward","18704","upward",0
331,"60","1","vertex","decrease","angle","downward","18197","downward",1
331,"60","1","angle","increase","angle","smaller","12736","bigger",0
331,"60","1","vertex","increase","distance","upward","8448","downward",0
331,"60","1","angle","decrease","angle","bigger","16351","smaller",0
331,"60","1","angle","increase","distance","same","9281","bigger",0
331,"60","1","angle","decrease","distance","same","12600","smaller",0
331,"60","1","vertex","increase","angle","upward","18267","upward",1
332,"60","1","vertex","decrease","angle","downward","25644","downward",1
332,"60","1","angle","decrease","distance","same","25207","smaller",0
332,"60","1","angle","increase","distance","same","19442","bigger",0
332,"60","1","vertex","decrease","distance","downward","25540","downward",1
332,"60","1","angle","increase","angle","smaller","21558","bigger",0
332,"60","1","vertex","increase","angle","upward","12538","upward",1
332,"60","1","angle","decrease","angle","bigger","37117","bigger",1
332,"60","1","vertex","increase","distance","upward","14501","upward",1
333,"60","1","angle","decrease","distance","same","19280","smaller",0
333,"60","1","angle","increase","angle","smaller","11143","bigger",0
333,"60","1","angle","increase","distance","same","8935","bigger",0
333,"60","1","angle","decrease","angle","bigger","9130","smaller",0
333,"60","1","vertex","increase","angle","upward","15167","upward",1
333,"60","1","vertex","decrease","distance","downward","8896","downward",1
333,"60","1","vertex","decrease","angle","downward","11295","downward",1
333,"60","1","vertex","increase","distance","upward","15909","upward",1
334,"60","1","angle","decrease","angle","bigger","11245","smaller",0
334,"60","1","vertex","increase","distance","upward","15017","upward",1
334,"60","1","angle","increase","distance","same","12288","bigger",0
334,"60","1","angle","decrease","distance","same","6910","smaller",0
334,"60","1","angle","increase","angle","smaller","10310","bigger",0
334,"60","1","vertex","increase","angle","upward","9996","downward",0
334,"60","1","vertex","decrease","angle","downward","14650","downward",1
334,"60","1","vertex","decrease","distance","downward","9870","downward",1
335,"60","1","vertex","decrease","distance","downward","37744","downward",1
335,"60","1","angle","increase","distance","same","8207","same",1
335,"60","1","angle","increase","angle","smaller","7330","bigger",0
335,"60","1","vertex","increase","distance","upward","9752","upward",1
335,"60","1","angle","decrease","angle","bigger","8103","smaller",0
335,"60","1","angle","decrease","distance","same","11190","same",1
335,"60","1","vertex","increase","angle","upward","11721","upward",1
335,"60","1","vertex","decrease","angle","downward","4599","downward",1
336,"60","1","vertex","increase","angle","upward","8850","stayPlace",0
336,"60","1","angle","decrease","angle","bigger","6276","same",0
336,"60","1","vertex","decrease","angle","downward","7367","stayPlace",0
336,"60","1","angle","increase","angle","smaller","3229","smaller",1
336,"60","1","angle","decrease","distance","same","3787","smaller",0
336,"60","1","angle","increase","distance","same","2049","bigger",0
336,"60","1","vertex","decrease","distance","downward","2518","downward",1
336,"60","1","vertex","increase","distance","upward","2331","upward",1
337,"60","1","angle","increase","angle","smaller","20042","bigger",0
337,"60","1","angle","decrease","distance","same","6278","smaller",0
337,"60","1","vertex","decrease","distance","downward","16642","stayPlace",0
337,"60","1","vertex","decrease","angle","downward","10211","downward",1
337,"60","1","angle","increase","distance","same","11015","bigger",0
337,"60","1","vertex","increase","distance","upward","12808","downward",0
337,"60","1","angle","decrease","angle","bigger","13566","smaller",0
337,"60","1","vertex","increase","angle","upward","16001","stayPlace",0
338,"60","1","vertex","increase","distance","upward","21155","stayPlace",0
338,"60","1","angle","decrease","angle","bigger","16196","bigger",1
338,"60","1","vertex","decrease","angle","downward","12144","downward",1
338,"60","1","angle","increase","distance","same","12170","bigger",0
338,"60","1","vertex","decrease","distance","downward","11899","stayPlace",0
338,"60","1","vertex","increase","angle","upward","15815","upward",1
338,"60","1","angle","increase","angle","smaller","28505","bigger",0
338,"60","1","angle","decrease","distance","same","11810","smaller",0
339,"60","1","angle","increase","angle","smaller","15854","smaller",1
339,"60","1","vertex","decrease","distance","downward","16012","upward",0
339,"60","1","vertex","increase","distance","upward","11293","downward",0
339,"60","1","angle","decrease","angle","bigger","13651","bigger",1
339,"60","1","angle","increase","distance","same","11867","bigger",0
339,"60","1","vertex","decrease","angle","downward","9974","downward",1
339,"60","1","angle","decrease","distance","same","11896","bigger",0
339,"60","1","vertex","increase","angle","upward","12674","upward",1
340,"60","1","angle","decrease","angle","bigger","21987","smaller",0
340,"60","1","vertex","decrease","angle","downward","12956","downward",1
340,"60","1","vertex","increase","angle","upward","13829","upward",1
340,"60","1","vertex","increase","distance","upward","23790","downward",0
340,"60","1","vertex","decrease","distance","downward","13501","downward",1
340,"60","1","angle","increase","distance","same","14965","bigger",0
340,"60","1","angle","decrease","distance","same","10285","smaller",0
340,"60","1","angle","increase","angle","smaller","10461","bigger",0
341,"60","1","angle","increase","distance","same","11548","bigger",0
341,"60","1","vertex","decrease","angle","downward","14657","downward",1
341,"60","1","angle","increase","angle","smaller","19595","smaller",1
341,"60","1","vertex","increase","distance","upward","24540","upward",1
341,"60","1","angle","decrease","distance","same","7848","smaller",0
341,"60","1","angle","decrease","angle","bigger","13920","bigger",1
341,"60","1","vertex","increase","angle","upward","9331","upward",1
341,"60","1","vertex","decrease","distance","downward","33882","downward",1
342,"60","1","angle","decrease","distance","same","17798","smaller",0
342,"60","1","vertex","increase","angle","upward","15791","stayPlace",0
342,"60","1","vertex","increase","distance","upward","16125","upward",1
342,"60","1","vertex","decrease","angle","downward","4690","downward",1
342,"60","1","angle","increase","distance","same","34147","smaller",0
342,"60","1","vertex","decrease","distance","downward","14919","downward",1
342,"60","1","angle","decrease","angle","bigger","11520","bigger",1
342,"60","1","angle","increase","angle","smaller","13565","smaller",1
343,"60","1","vertex","decrease","angle","downward","26293","downward",1
343,"60","1","vertex","increase","distance","upward","5235","upward",1
343,"60","1","angle","decrease","angle","bigger","14817","bigger",1
343,"60","1","vertex","increase","angle","upward","32969","upward",1
343,"60","1","angle","increase","angle","smaller","15702","smaller",1
343,"60","1","angle","decrease","distance","same","12820","same",1
343,"60","1","angle","increase","distance","same","20573","same",1
343,"60","1","vertex","decrease","distance","downward","11156","downward",1
344,"60","1","vertex","decrease","distance","downward","13909","downward",1
344,"60","1","angle","decrease","distance","same","13904","same",1
344,"60","1","angle","decrease","angle","bigger","11430","bigger",1
344,"60","1","vertex","decrease","angle","downward","6560","downward",1
344,"60","1","angle","increase","distance","same","7254","same",1
344,"60","1","vertex","increase","distance","upward","5586","upward",1
344,"60","1","angle","increase","angle","smaller","12166","smaller",1
344,"60","1","vertex","increase","angle","upward","6310","upward",1
345,"60","1","angle","decrease","angle","bigger","38577","smaller",0
345,"60","1","vertex","increase","distance","upward","13738","upward",1
345,"60","1","vertex","decrease","distance","downward","15075","downward",1
345,"60","1","angle","decrease","distance","same","9947","smaller",0
345,"60","1","angle","increase","angle","smaller","8493","bigger",0
345,"60","1","vertex","decrease","angle","downward","8667","downward",1
345,"60","1","vertex","increase","angle","upward","13478","upward",1
345,"60","1","angle","increase","distance","same","10549","bigger",0
346,"60","1","vertex","increase","angle","upward","33639","upward",1
346,"60","1","vertex","decrease","angle","downward","16713","downward",1
346,"60","1","angle","decrease","distance","same","17275","smaller",0
346,"60","1","angle","increase","angle","smaller","15218","smaller",1
346,"60","1","angle","increase","distance","same","21697","bigger",0
346,"60","1","vertex","increase","distance","upward","15193","upward",1
346,"60","1","vertex","decrease","distance","downward","10909","downward",1
346,"60","1","angle","decrease","angle","bigger","10417","bigger",1
347,"60","1","vertex","decrease","angle","downward","22859","downward",1
347,"60","1","angle","decrease","distance","same","18523","smaller",0
347,"60","1","vertex","decrease","distance","downward","38844","stayPlace",0
347,"60","1","angle","increase","distance","same","12952","bigger",0
347,"60","1","angle","decrease","angle","bigger","25161","smaller",0
347,"60","1","angle","increase","angle","smaller","9831","bigger",0
347,"60","1","vertex","increase","distance","upward","15572","stayPlace",0
347,"60","1","vertex","increase","angle","upward","13582","stayPlace",0
348,"60","1","angle","increase","distance","same","37350","same",1
348,"60","1","vertex","increase","distance","upward","16318","stayPlace",0
348,"60","1","vertex","decrease","distance","downward","6500","stayPlace",0
348,"60","1","vertex","increase","angle","upward","9256","downward",0
348,"60","1","angle","decrease","distance","same","2992","smaller",0
348,"60","1","angle","increase","angle","smaller","2926","bigger",0
348,"60","1","angle","decrease","angle","bigger","3007","same",0
348,"60","1","vertex","decrease","angle","downward","8223","upward",0
349,"60","1","vertex","decrease","distance","downward","17028","downward",1
349,"60","1","angle","decrease","distance","same","8588","same",1
349,"60","1","vertex","decrease","angle","downward","6839","downward",1
349,"60","1","vertex","increase","distance","upward","18709","upward",1
349,"60","1","angle","decrease","angle","bigger","5521","bigger",1
349,"60","1","angle","increase","distance","same","7894","same",1
349,"60","1","angle","increase","angle","smaller","14107","smaller",1
349,"60","1","vertex","increase","angle","upward","14897","upward",1
350,"60","1","vertex","decrease","distance","downward","43475","downward",1
350,"60","1","vertex","decrease","angle","downward","20254","downward",1
350,"60","1","angle","increase","angle","smaller","35038","smaller",1
350,"60","1","angle","increase","distance","same","17254","bigger",0
350,"60","1","angle","decrease","distance","same","10783","smaller",0
350,"60","1","vertex","increase","distance","upward","16823","stayPlace",0
350,"60","1","vertex","increase","angle","upward","53543","upward",1
350,"60","1","angle","decrease","angle","bigger","24567","bigger",1
351,"60","1","vertex","increase","angle","upward","15136","upward",1
351,"60","1","angle","increase","angle","smaller","25985","smaller",1
351,"60","1","angle","decrease","angle","bigger","6216","bigger",1
351,"60","1","angle","increase","distance","same","10609","bigger",0
351,"60","1","vertex","decrease","distance","downward","18874","downward",1
351,"60","1","vertex","decrease","angle","downward","12653","downward",1
351,"60","1","angle","decrease","distance","same","18686","smaller",0
351,"60","1","vertex","increase","distance","upward","13675","upward",1
352,"60","1","vertex","decrease","angle","downward","10557","downward",1
352,"60","1","vertex","increase","distance","upward","5566","upward",1
352,"60","1","angle","decrease","distance","same","7711","smaller",0
352,"60","1","angle","decrease","angle","bigger","11498","bigger",1
352,"60","1","vertex","increase","angle","upward","4099","upward",1
352,"60","1","angle","increase","angle","smaller","4950","bigger",0
352,"60","1","angle","increase","distance","same","3778","smaller",0
352,"60","1","vertex","decrease","distance","downward","6283","upward",0
353,"60","1","angle","decrease","angle","bigger","29092","bigger",1
353,"60","1","vertex","increase","angle","upward","22750","upward",1
353,"60","1","vertex","decrease","distance","downward","26134","stayPlace",0
353,"60","1","angle","increase","distance","same","15983","bigger",0
353,"60","1","angle","decrease","distance","same","25390","same",1
353,"60","1","angle","increase","angle","smaller","10143","smaller",1
353,"60","1","vertex","increase","distance","upward","14574","stayPlace",0
353,"60","1","vertex","decrease","angle","downward","15070","downward",1
354,"60","1","vertex","decrease","distance","downward","20374","stayPlace",0
354,"60","1","vertex","increase","angle","upward","12814","stayPlace",0
354,"60","1","vertex","decrease","angle","downward","8071","stayPlace",0
354,"60","1","angle","increase","distance","same","9896","same",1
354,"60","1","angle","decrease","angle","bigger","9576","same",0
354,"60","1","angle","decrease","distance","same","16519","smaller",0
354,"60","1","angle","increase","angle","smaller","13487","bigger",0
354,"60","1","vertex","increase","distance","upward","15703","downward",0
355,"60","1","vertex","decrease","distance","downward","72614","downward",1
355,"60","1","vertex","increase","angle","upward","5172","downward",0
355,"60","1","angle","decrease","angle","bigger","14207","bigger",1
355,"60","1","angle","increase","angle","smaller","3918","bigger",0
355,"60","1","vertex","increase","distance","upward","12768","upward",1
355,"60","1","vertex","decrease","angle","downward","24832","downward",1
355,"60","1","angle","increase","distance","same","39101","same",1
355,"60","1","angle","decrease","distance","same","13738","same",1
356,"60","1","vertex","increase","distance","upward","38530","stayPlace",0
356,"60","1","angle","decrease","distance","same","9172","smaller",0
356,"60","1","angle","decrease","angle","bigger","18644","smaller",0
356,"60","1","angle","increase","distance","same","18006","bigger",0
356,"60","1","angle","increase","angle","smaller","22926","bigger",0
356,"60","1","vertex","increase","angle","upward","17706","stayPlace",0
356,"60","1","vertex","decrease","distance","downward","26704","stayPlace",0
356,"60","1","vertex","decrease","angle","downward","18775","downward",1
357,"60","1","angle","decrease","distance","same","8983","same",1
357,"60","1","angle","increase","angle","smaller","7626","smaller",1
357,"60","1","vertex","increase","angle","upward","4497","upward",1
357,"60","1","angle","increase","distance","same","5896","same",1
357,"60","1","vertex","decrease","angle","downward","4918","downward",1
357,"60","1","vertex","decrease","distance","downward","3573","downward",1
357,"60","1","vertex","increase","distance","upward","6105","upward",1
357,"60","1","angle","decrease","angle","bigger","6284","bigger",1
358,"60","1","vertex","increase","angle","upward","11631","upward",1
358,"60","1","vertex","decrease","angle","downward","4095","downward",1
358,"60","1","angle","decrease","distance","same","6884","smaller",0
358,"60","1","vertex","decrease","distance","downward","6894","downward",1
358,"60","1","angle","increase","distance","same","8701","bigger",0
358,"60","1","angle","decrease","angle","bigger","10144","bigger",1
358,"60","1","vertex","increase","distance","upward","8166","upward",1
358,"60","1","angle","increase","angle","smaller","28720","same",0
359,"60","1","vertex","decrease","angle","downward","18595","downward",1
359,"60","1","vertex","increase","distance","upward","14760","upward",1
359,"60","1","angle","decrease","distance","same","16265","smaller",0
359,"60","1","vertex","decrease","distance","downward","24632","downward",1
359,"60","1","angle","increase","distance","same","17757","same",1
359,"60","1","angle","decrease","angle","bigger","12162","bigger",1
359,"60","1","vertex","increase","angle","upward","14041","upward",1
359,"60","1","angle","increase","angle","smaller","11403","smaller",1
360,"60","1","angle","increase","distance","same","29909","bigger",0
360,"60","1","vertex","decrease","angle","downward","11039","downward",1
360,"60","1","angle","decrease","distance","same","6376","smaller",0
360,"60","1","angle","increase","angle","smaller","16535","smaller",1
360,"60","1","angle","decrease","angle","bigger","5720","bigger",1
360,"60","1","vertex","increase","angle","upward","12120","upward",1
360,"60","1","vertex","increase","distance","upward","9479","upward",1
360,"60","1","vertex","decrease","distance","downward","4183","downward",1
361,"60","1","vertex","increase","angle","upward","44132","upward",1
361,"60","1","angle","decrease","angle","bigger","12539","smaller",0
361,"60","1","angle","increase","distance","same","15031","bigger",0
361,"60","1","angle","increase","angle","smaller","9520","bigger",0
361,"60","1","vertex","decrease","angle","downward","10163","downward",1
361,"60","1","angle","decrease","distance","same","73503","smaller",0
361,"60","1","vertex","increase","distance","upward","5016","upward",1
361,"60","1","vertex","decrease","distance","downward","4823","downward",1
